user.screen_name,full_text,id
JessBeinHones,@yeaisaidit324 🤣🤣🤣🤣😂😂😂 niggER bye 😭😭😭😭,1381409605352296448
CoachRichPerry,Stop playing the victim card. If you made bad choices yesterday then take ownership of them. But don't dwell on them. Learn the lesson and move on. Make better choices today and even BETTER choices tomorrow. You got this! #coaching,1381409495759384578
jnyred,@THEKIDMERO Word. My adult-life flex is basically me at grocery store buying 2-3 of everything my moms always told me to put back as an immigrant kid ... 🙌🙌🙌,1381409488465444864
a__aliyah,Damn I deffo pulled the race card in my personal statement https://t.co/1wDcKtKyg7,1381409458371362819
GokuDRyuzaki,"@Shinken_Gold @AJMasterSith @mp4_error But was nonbinary present in Sk8 in the original Japanese language ? Was there a Japanese word / line that mention / means / translated to nonbinary
Same with other Anime Dubs did Prison School actual mention Gamergate &amp; did Dragon maid mention patriarchy ?",1381409184382509058
4ACE10,@PEWDEPAYv2 @Iwantthechesse @Kosaku_arts @ZebboxHolstrom Thanks for speaking up dude! I'm so tired honestly for those SJW claiming that Asian artist are racist for making an dark skinned character 1% lighter despite the character itself being Asian or in Asian games/anime,1381409080749608964
Adam19668424,"@AlexTheTurtle5 @IsaiahMontvel ""GODZILLA MERCILESSLY DESTROYS SJW FEMINIST TRASH""",1381409035333865474
pdnell,"@FarandWidecom Yes, but let me just say this: no immigrant got on a boat and said, ""take me to New Jersey.""",1381409009626923009
joeyzhuuuu,"fuck asian immigrant culture for raising ""path of least resistance to most money"" kids who don't know how to fight back, unless their parents had them do kung fu as an extracurricular. i am nothing but another product of this sweatshop culture.",1381408986075856898
dhconway,"@JulesAdams1776 My wife is an immigrant and I have a son who is an immigrant.  My sister in law is an immigrant.  What are you saying again, asshole?",1381408908061855744
Triton49287360,I like how mad black atheist says he don't like it when people pull the race card but then he himself pulls the race card claiming youtube is racist,1381408855305895939
HuTaoAnarchist,"@ellythe3rdsdad @waternaeng I would ask why are you sensibilities so singed? You should calm your mind and cease this nonsense. There is no whitewashing happening, just an SJW in need of a cause.",1381408765849784322
Scherah_,"@xNicholeBishop Far from it, but put the sjw shit to rest. Parker didnt do anything and youre trying to cancel him for it.",1381408533535723521
munkihanger,@RockSchooled @matinfue I could be wrong but I believe he was also part of gamergate.,1381408459766308865
aboutnuthinpod,"Agent: so the role is LITERAL BLACKFACE and it calls for you to put your nigger level on a milli

Black actor: ""Bet"" 

#Them #BlackTwitter https://t.co/0g5efkRaWX",1381408383492837382
DYORCryptoBot,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $MKR
2: $PSG
3: $KNC
4: $JST
5: $PERP

Binance top 5 bullish reversal strength
1: $QTUM
2: $SUPER
3: $NEAR
4: $FET
5: $NULS

All results on https://t.co/vMSA8RwQ1G website!",1381408382876274690
DYORCryptoBot,"[SCAN RESULTS - 15m - #USDT PAIR]

Binance top 5 bullish strength
1: $LTO
2: $KNC
3: $PERP
4: $MKR
5: $TRX

Binance top 5 bullish reversal strength
1: $XLM
2: $NEAR
3: $SUPER
4: $OCEAN
5: $HBAR",1381408381471240192
ShansVerbals,@CjsgoNews @silletnorel @chill_or_kill @Beyonce That pronunciation isn’t ethemologically correct if we are talking about Nigers in acts. Ethiopian nigers. Same pronunciation. NIGGER,1381408367273512960
TheDigitalJedi,"@MattieWashburn @jtstrecker It's just the Nazi version of ""Playing the race card.""",1381408346432016384
KuriMuzai,@Dinosaurs_tho @GabeKunda @LanceMcNugget96 It's makes me uncomfortable because as an immigrant I respect the history but how it's used now just makes me steer clear of it.,1381408211941613569
PdXnate84,"@PNW_working_mom @OregonGovBrown I'm sure some ""Woke"" asshole would assert since libraries more frequently are used by lower income families, since this includes more PoC 'that are more vulnerable to COVID' (per the narrative) thus library closed = saving/protecting Black people by the white SJW's",1381408117561438214
NoseWintry,"@shelly2161 @MSNBC Please stop bs. How those judges helped Trump with 2020 elections? Im an immigrant and I love how US system works.
It really does. Mass media like with this ""anti-trans""bill are saying only part of the truth. Read and think yourself. Facts are against your statements.",1381408095646142471
IsbergRalph,"As much as they want to push the NY connection to knishes, the best potato knish I have ever consumed was made by neurobiologist Larry Zipursky's grandmother, who lived on the plains of Central Canada as a homesteader, immigrant family from Ukraine. https://t.co/L6BeKLtW8V",1381408093557424130
CriolloGiardino,"@CarolLeonnig @tcfrankel @googlenews Your voting system is a complete joke. Playing the race CARD when arguing voter ID just shows you as a cheater.
You are ruled by democrats, which are just oligarcs.",1381408089581236225
beScrappydoo,Of course Nigger boy gotta die 😭😭😭😭,1381408023239782404
codingbitz_dev,"TamBs instead of undergoing mental torchure given by Immigrant dravidaStock in TN should slowly move to Karnataka if not for US etc.,

Peaceful atmosphere where we can focus on our future.",1381407982785753092
BasedCAAFGaming,"@CleoKitty @Demetrios_FR @Alyssa_Milano He did, after all he was pulled over. And maybe the possibility he was told off camera since you cut a majority of the footage out so you can play the victim card.",1381407981523324930
DarkDefective,@battinsonfan Woke sjw beta bitch Batman,1381407980000804864
itsnera,@KyrieIrving Let’s be clear... Nigger is a slur.... Nigga is what we have made our own,1381407965111066624
changbinswife2,@saidaeffects LITERALLY WHAT I THOUGHT!!! THAT WAS A HUGE I AM THE VICTIM CARD OMG,1381407714761392133
CunnyBrah,@ManletPriv The first world has literally never been more shit free than it is now nigger,1381407651930722309
angelad74823700,"@newsmax Biden &amp; his administration should be impeached for crimes against humanity and the American people. Removing safety at the border, spreading COVID via illegal immigration and completing the chain of human trafficking is unconstitutional and threatens every American and immigrant.",1381407593378238464
CHemmeke,So now Biden administration is sending undocumented illegal immigrant children to Michigan!  I thought our Country is under a covid crisis? Michigan has the most new covid cases this week! Why are we allowing untested illegals into the Country during a crisis?,1381407477770649603
brenda_archer,Opinion | Mohammad Anwar’s death is every immigrant daughter’s worst nightmare - The Washington Post https://t.co/XWyVoxnlBQ,1381407455779774469
CopyKinkos,I wonder what the white child actors feel after “acting” &amp; saying “nigger” scene after scene?  #Them,1381407411274182667
lilpastagoblin,y’all bully my favorite people off this website and then try to play the victim card. it’s gross.,1381407400813416453
ablacklady1,@kissingyou2021 @Why_U_Here_ i’m just noting the inconsistencies in SJW logic.,1381407321239224325
empire_disney,"Just saying ‘Hi!’ To all the planted lurkers who take what we say, totally out of context, and then bad mouth us over in the pro re/theme SJW groups, have a nice evening!",1381407253123719176
dkgnx0,Nigger. https://t.co/5PyrJhmwXf,1381407188887961602
raeraecoolrae,How a small Halifax church and an immigrant community lifted each other | CBC News https://t.co/QpptKTgAZv,1381407177722716162
1SouthSideIrish,"Looks like The Legendary Hulk Hogan has triggered the Twitter virtue signaling SJW's. These are the same reprobates who spent the summer desecrating statues of Washington, Lincoln &amp; Jefferson. Whether they like it or not, Hogan is THE most important figure in wrestling history!",1381407135515303936
HappyChichester,"@embena @senrobportman Why has Senator Portman ignored this issue until now?

Trumpism is white nationalism is fascism.

A moral crisis.

Why should Ohioans trust you?

Republicans forced unaccompanied toddlers to defend themselves ALONE in court.
 
source: Texas Tribune
https://t.co/FrDJZHshge https://t.co/xhv7pYuvmQ",1381407087956213770
beth1972inUSA,"@AvaRBF Immigrant Song 
Free Bird",1381407084969869317
DuaneAMoody,"@mcdonald_denese @VP No.

Is yours?

I am a descendant of American chattel slavery. NOT an immigrant.

My lineage wasn't running away from their country 'for a better life'.",1381407038463434755
blacksnatchhh,They definitely got really tired of loud (or even just fun-loving) groups of black people. Hate when we gather and have a good time. Told themselves we were being unprofessional. Then tried to use a dress code to weed a certain type of nigger out. https://t.co/DeTphHbR4y,1381407019517800452
JustTweeter1,@FareedZakaria Am so sorry for your loss. But you nailed the things about immigrant's happiness has the sadness of the family they left behind. I'm an immigrant came for a brighter future but left a large family behind sad and also happy for me.,1381406817947844608
OrigiGreatness,"And people told me Kallie Plagge writing a bs review because of SJW bs was ok because ""it was just a review"" lol https://t.co/eXj40z0P9l",1381406789887946753
YourComicMuse,"@PaymanBenz came to a stand still because of his dumb war on immigrant labor and introductory recession. Also, because interest rates are so low rich people are buying up property to rent as investment, making it almost impossible for regular people to compete with what they can pay.",1381406685915344898
ec3317,"@MiaFarrow how do we do this though? he's already lost almost all advertisers. he's immensely popular. this guy grew up super privileged in Orange County, CA with a fleet of immigrant labor taking care of everything. he's so dangerous &amp; awful #tuckercarlson #miafarrow",1381406596421586944
hehitthejackpt2,Doja loves Nicki Minaj you funky pussy ho ass nigger https://t.co/DQavKHfuA8,1381406549483130880
Resin8_AV,Finally back at Grafton today after all the wet weather for a huge 10 race card🏇🏇Rail True🛣 Soft 5😀 Fine conditions 🌞 great to back back📹🎥 @racing_nsw @SkyRacingAU @SkyRacingWorld @tabcomau @garykliese @MelindaTurner_ @clarenceriverjc @JustJulieanne @BlaiseLBC @TVG https://t.co/TTf2dlirDL,1381406545737474052
MahsaRouhi,"""People talk about the story of immigration as one big happy tale. But in every immigrant story there is sadness as well. The sadness of a family left behind. A mother who would quietly weep at night, distant from the child she loved."" https://t.co/xlj8Dz6sJ3",1381406538615640066
donk_of,"Mr. Balls is an ultra nigger and must be punished for his sins

https://t.co/PYP8xGzj3G",1381406489848451082
hrumgos,@thatyetidude Yeah the Australian politicians are notoriously anti immigrant but why would Hispanic people be in places not Melbourne or Sydney? No historical migration etc.,1381406368700190722
ElluhStephanie,"@rolandi_teeji @aziliThisBee @_Oroboghene Do you want to know what else I see.

No rebuttals from men.
Just Women complaining and shouting about it.

Men?? Disappeared... or mute 🤐

But in a situation involving women and their problems?
Pitchforks with the slogan #NotAllMen 

Dear, it is All Men.
All men silent rn.",1381406345837051904
andycauffman,@bennclark8 @mchooyah SJW commenting on golf sponsorship............ https://t.co/D00il3dyB7,1381406264639492098
